text,category
": 
: > 
: > HELP!!!
: > my wife has informed me that she wants a convertible for her next car.
: 
:
: FYI, just last week the PBS show Motor Week gave the results of what they 
: thought were the best cars for '93.  In the convertible category, the 
: Honda Civic del Sol achieved this honor.  
:  
: The one down-side I see with the car is its interior, it looks 
: inexpensive and dull.
: 
I own a del Sol and I must vouch for the interior.  I really looks snazzy when
the top is off.  I looks a lot better in person than on the television.  (I saw
that Motorweek as well.  Needless to say I was smiling a bit by the time it
was over ...)  :*)

Watch out for that darned ""convertible tan"" tho...",rec.autos
"

You are sure that what you call a 200SX we call a 240?  Just curious..
We also have a nissan predacessor (sp) to the 240 called a 200, which
came in turbo and nonturbo.  But i don't think we've ever had a 240
turbo...just curious...(BTW, I'm in the US, if that matters..)",rec.autos
"
Alan,

	don't forget,  a HUGE  cost for airliner developement is FAA
certification.  the joke is when the paperwork  exceeds teh weight
of the airplane,  it will fly.

The SR-71, and teh X-15  both highly ambitious  aero-space projects were done
on very narrow engineering budgets.   Partly because they didn't spend much
on paper  pushing.   There is some company in missouri  trying to
get funding to build light commercial transporters  on a low cost basis,
mostly by reducing FAA  certification costs.",sci.space
"
Koresh & some of his followers were tried and found *innocent* of
all charges following that shootout.  Were you unaware of this or
did you purposly leave out this fact?

",talk.politics.misc
"



         When did Bill start doing endorsements?

         Will he do the ""Remington Shaver"" ad?",talk.politics.misc
"
Which number is that?  Zero?

Please present ""a number"" of authoritative works which ""suggest""
that ""homosexuality is a form of mental disorder, caused by
childhood sexual abuse.""

Don't present your own biased conclusions, based on a collage
of tidbits you've extracted from a few hours' research, as the
conclusions of people who study mental disease and sexual abuse
professionally.",talk.politics.misc
"

If this doesn't beat all I ever heard!  The above certainly says a
mouthful about the mindset of Ted Frank, and also of statists
everywhere.",talk.politics.misc
"
I have this same alarm installed in my Syclone.  It works great.  The shock
sensor is very sensitive, but much more practical than the motion sensor I have
on my other car.  It doesn't trigger if the car is rocked gently by the wind,
but any kind of shock sets it off.  Even kicking the tire sets it off.  It
works great.


The shock sensor is adjustable and there are two cycles on it.  You can adjust
it to be sensitive enough that there is no way you could open the hood without
setting off the alarm.  Although, I know that you cannot pop the hood on the
Syclone without setting off my alarm now, and yet I have had zero (none!) false
alarms with this system.  The alarm tells you when you disarm it whether it has
been activated in your absence.  I have been able to trace every alarm to it's
cause and it was not a false alarm.
I guess it would be possible depending on the vehicle.  My Syclone is so tight
in the engine compartment that it would be tough to do this.  There are
supplemental power supplies you can put on with this Viper alarm, but I don't
have one.  I really think that if someone wants my car that bad, the alarm
won't keep them from it, even with a supplemental power supply.

This is primarily for convertibles.  I have a convertible and have looked at
this feature in detail.  Alpine actually makes a better radar unit if you want
to get one of these.  It has zones in it that can be shut down independently so
that if one side of your car has pedestrian traffic or something else that
would trigger an alarm, it shuts down the zone, or rather, pulls it in tighter.
I don't see the real benefit to these unless you have a convertible that you
leave the top down on.

Avoid the voice alarm that can be added to the radar package.  It talks to
people as they walk by.  I saw one installed on a Lotus Esprit.  The kids would
taunt it seeing how close they could get before it 'warned' them to get back. 
The owner finally disabled it, which defeats the purpose in my mind.
I am real happy with my Viper.  One other feature I really like is you can tune
it to your preferences.  You can have it arm passively or not.  You can disable
the chirp for arming/disarming.  You can have it lock/unlock the doors when the
alarm is armed/disarmed.  

I like these features.  I hate the chirp when the alarm arms/disarms, so mine
flashes the lights only.  I like the door lock feature, although I have to be
careful to take my keys with me because it doesn't know if you have left your
keys in the car when it passively arms and locks the doors.  But, if you are
meticulous about taking your keys with you, it takes care of the rest.

I looked seriously at the Alpine system too.  It is a real nice system, but
more money and it has a motion sensor standard instead of the shock sensor. 
The shock sensor is better....and the Viper shock sensor is better (2 cycle)
than the optional Alpine one, IMHO.  I think the Viper gives you a lot of good
value for the money.  But it isn't absolutely tamperproof.  No system is. 
Except maybe the one that James Bond had on his Lotus in For Your Eyes Only. 
Anyone know where we can get one of those installed?  Maybe that was what they
had in the van in the World Trade Center, huh?>
",rec.autos
"
I find it very interesting that you say there will be 2.5 million
queers in the march on Washington.  The largest figure I've seen in
the press is 1 million and we all know how liberal the press is with
their numbers. :)

For another thing, 1% of 250 million is 2.5 million not 6.  Maybe
that's where you got the 2.5 million number.  Also, the number cited
in the actual report is 1.5% so that would be about 3.75 million.

As for this march on Washington, I wonder how much the media is
going to inflate the numbers this time.  Last time, for the
pro-abortion rally, they more than doubled the actual number of
people who showed up.  That and all the stories coming out of how
the press ""slants"" the news really makes one wonder who's watching
the watchers.

BCNU.",talk.politics.misc
"As for SF and advertising in space. There is a romantic episode
in Mead's ""The Big Ball of Wax"" where the lovers are watching 
the constellation Pepsi Cola rising over the horizon and noting
the some 'stars' had slipped cause the Teamsters were on strike.

This was the inspiration for my article on orbiting a formation
of space mirrors published in Spaceflight in 1986. As the reviews
but is it aesthetically desirable?  These days the only aesthetics
that count are the ones you can count!",sci.space
"Does that mean that they're gonna bring back the Biscayne and Bel Air?
",rec.autos
"   In article <1993Apr4.105514.11664@colorado.edu> ajteel@dendrite.cs.Colorado.EDU (A.J. Teel) writes...
   >	No, the definition of ""resident"" is very specific. It is the
   >same thing as ""alien"". Look it up. Remember that the common usage of
   >the words ARE NOT always their legal meaning.

   This I gotta see some authority for.

from Black's Law Dictionary, Revised 4th Ed., page 1473:

RESIDENCE.  A factual place of abode.  Living in a particular
locality.  Reese v. Reese, 179 Misc. 665, 40 N.Y.S.2d 468, 472;
Zimmerman, 175 Or. 585, 155 P.2d 293, 295.  It requires only bodily
presence as an inhabitant of a place.  In re Campbell's Guardianship,
216 Minn. 113, 11 N.W.2d 786, 789.

     As ``domicile'' and ``residence'' are usually in the same place,
they are frequently used as if they had the same meaning, but they are
not identical terms, for a person may have two places of residence, as
in the city and country, but only one domicile.  Residence means
living in a particular locality, but domicile means living in that
locality with intent to make it a fixed and permanent home.  Residence
simply requires bodily presence as an inhabitant in a given place,
while domicile requires bodily presence in that place and also an
intention to make it one's domicile.  In re Riley's Will, 266 N.Y.S.
209, 148 Misc. 588.  ``Residence'' demands less intimate local ties
than ``domicile,'' but ``domicile'' allows absence for indefinite
period if intent to return remains.  Immigration Act 1917, sec. 3, 8
U.S.C.A. sec. 136 (e, p).  Transatlantica Italiana v. Elting,
C.C.A.N.Y., 74 F.2d 732, 733.  But see, Ward v. Ward, 115, W.Va 429,
176 S.E. 708, 709; Southwestern Greyhound Lines v. Craig, 182 Okl.
610, 80 P 2d 221, 224; holding that residence and domicile are
synonymous terms.  ``Residence'' has a meaning dependent on context
and purpose of statute.  In re Jones, 341 Pa. 329, 19 A.2d 280, 282.
Words ``residence'' and ``domicile'' may have an identical or variable
meaning depending on subject-matter and context of statute.  Kemp v.
Kemp, 16 N.Y.S.2d 26, 34, 172 Misc. 738.

     Legal residence.  See Legal.

RESIDENT.  One who has his residence in a place.  See Residence.

     Also a tenant, who was obliged to reside on his lord's land, and
not to depart from the same; called, also, ``homme levant et
couchant,'' and in Normandy, ``resseant du fief.''
",talk.politics.misc
"


If true, and if gays were the same as straights except
for sexual preference, I would imagine that gays would
have much less sex than straights because the available
pool for dates is less than one-tenth what it is for
straights.  Somebody correct (flame) me please!",talk.politics.misc
"I assume that can only be guessed at by the assumed energy of the
event and the 1/r^2 law.  So, if the 1/r^2 law is incorrect (assume
some unknown material [dark matter??] inhibits Gamma Ray propagation),
could it be possible that we are actually seeing much less energetic
events happening much closer to us?  The even distribution could
be caused by the characteristic propagation distance of gamma rays 
being shorter then 1/2 the thickness of the disk of the galaxy.

Just some idle babbling,
-- 

   Jim Batka  | Work Email:  BATKAJ@CCMAIL.DAYTON.SAIC.COM | Elvis is
              | Home Email:  JBATKA@DESIRE.WRIGHT.EDU      |   DEAD!",sci.space
"# ##For a while, homosexuals paid higher insurance rates than straights,
# ##and with very good reason, until the government made it illegal to
# ##do so.
# 
# Well if we go by this philosophy how many Children do you think
# we help pay for with our insurance premiums???  Children who obviously
# cannot be afforded, since the insurance companies have to pay for
# all of the prenatal and birthing.....  What about the children born
# with horrible flaws who cost the system an arm and a leg to be kept alive?
# We all pay because we are all part of this society and we should take
# care of one another.....

Oddly enough, dependent coverage costs a bit more than for one self
alone.  But if you really believe your claims, you could make a lot
of money starting the ""Homosexuals Health Insurance Co."" and refuse to
insure ""breeders.""  But I shudder to think what your premiums will be
like.

# Bil Snodgrass III

",talk.politics.misc
"[sorry for the 0 auto content, but ... ]
",rec.autos
"It seems that there are more and more ""bands"" available for
police radar each month.  I have recently purchased (within
the last 8 months) the BEL 966STW.  While it is not a perfect
detector by any means, it does do the job fairly well.  

Now, however, I pick up a car magazine at the airport and
read about this Super Ka Wideband which is a superset of
the Ka Wideband that this latest generation of detectors
was touted as covering.  

So now BEL has a NEW series of detectors out that cover all
the usual bands (X, K, Ka photo, Ka wideband) as well as the
new Super Ka wideband.  

Just as there comes a point of diminishing returns when chasing
increased PC computing power with faster and faster CPUs (for
the average home consumer, at least), it seems that there is
now the same concern with radar detectors.  Does it make sense
to upgrade just 8 months after purchasing my ""new"" detector?
Is Valentine upgrading their equipment?  If so, it might be 
worth it for me to upgrade to the Valentine.  I was in the 
market for a Valentine when I purchased the BEL but the
3-4 month waiting time was just too much for me since I had
inadequate protection with my Passport.  Life was much simpler
when there was just X and K band and Escort has the best
equipment on the market and there was no need to continuously
shop for a new detector.  I hope that the flood of new radar 
bands ceases with this new Super Wideband business.

",rec.autos
"I still can't understand all the hype about the Impalla SS, it STILL has
the ugly Caprice body (Orca on wheels).  The Caprice was the worst new
body style to come out of Detroit EVER! Now just because the LT1 engine
and a few suspension tweeks are being added.

Its STILL UGLY, its STILL a BARGE.  GM's answer to everything is ""throw in
a V8 and someone will buy it.""  Or ""add some plastic ground affects
and a few stickers and call it a GT, GTZ or SS, and someone will buy it.""

IMHO GM needs to scrap the Caprice body COMPLETELY and start over with a
BLANK sheet of paper.  No minor modification (wheel well treatments, tail
amp modification, or nose re-design or even the LT1 engine) will help
the existing Caprice.",rec.autos
"As an additional data point, I have run Castrol 20W50 exclusively
in the following cars: 75 Rabbit, 78 Scirocco, 76 Rabbit, 78 Bus,
70 Beetle, 76 Bus, 86 Jetta GLI.  I've never had an oil-related
problem.

Disclaimer:  It gets mighty hot down here.",rec.autos
"If you hold off, there are a number of interesting convertibles coming
to market in the next few years.

The new LeBaron will be based on the Mitsubishi Galant, which should
be an improvement over the current model.

The new PL compact will have a convertible option (also a chrysler
product)

Kia, makers of the Ford Festiva is planning a larger convertible.",rec.autos
"

That was hardly the point, was it? I was commenting on this all-too-common
Republican attitude that if people disagree with us, they must be idiots, they
must be sheep being led around by the Evil Liberal Media Conspiracy. This is
a dangerous attitude indeed. Because it's not a very big step from ""people
are sheep, they can't think for themselves"" to ""people are sheep and need
firm leadership from we, who know better""... this sort of attitude makes
me worry about what'll happen to the United States if the extremist wing
of the Republican party ever gets back into power again.


Hey! This is a government-funded newsgroup! Let's have some separation
of church and state, damn it!




More like:

Broward: ""Clinton's going to raise your income taxes by over $1000!""
Mark:    ""No, he's not, only about $204.""
Broward: (silence)


OK, I predict that in 1996 the Republicans will STILL be bitter. Yeah, yeah,
I know, it's not very impressive to predict things that are inevitable...",talk.politics.misc
"From article <1993Apr21.190251.14371@sequent.com>, by troy@sequent.com (Troy Wecker):
  .
  .
  .

  .
  .
  .

It sounds like your analysis is based on hypothesis and not
actually using the Valentine-1.  I'd like to give some feedback based on
real life experince.  I keep the Valentine-1 in advanced logic mode
and it rarely lights up as a Christmas tree.  The only time it does
is when I am in the middle of a major shopping area and then it makes
sense that is does since there are >= 8 sources coming from many different
directions.  I have found the Valentine-1 to be consistent in its
reporting of bogeys regardless of any moving cars in the area.

I have found the directional indication to be very useful.  In one case
there was two radar traps set up within one mile of each other.  As I
passed the first radar trap, the direction indication changed.  Then
the detector was set off again pointing in the forward direction.  With
other radar detectors I would have assumed that this was due to a reflection.
But with the Valentine-1 I knew there was a high probability that there
was another trap.  And there was!

On other occasions, the directional helped discern a false alarm from
a true alarm.  For example, as I pass a source, the direction indicator
changes.  The directional also allows me to focus my attention as to where
the signal might be coming from instead of having to look all over the 
place.  When a car is approaching me from the rear with a detector
that leaks, I can tell that the signal is coming from the rear and as the
car passes me I can verify the source.  With other detectors, I would
have been unable to do this and would have had to assume that there was a radar
trap when there was none.

I've had the Valentine-1 for several months now and find its added features
to be useful and not gimmicks.

                                       -Barry",rec.autos
"In my last post I referred to Michael Adams as ""Nick.""  Completely my
error; Nick Adams was a film and TV actor from the '50's and early '60's
(remember Johnny Yuma, The Rebel?).  He was from my part of the country,
and Michael's email address of ""nmsca[...]"" probably helped confuse things
in my mind.  Purely user headspace error on my part.  Sorry.",sci.space
"
You must be _incredibly_ bored.  Have you considered reading the phone book?",rec.autos
"

	The word that is missing in this whole discourse is not the ""B""
word, or the ""H"" word, or even the ""N"" or ""W"" words. It is the ""L"" word -
LOSER !!

	That's right. When we boil all the crap out of this argument, it
is all about WINNING and LOSING, and nothing else. Let me explain.

	Remember the eighties ? No excuses. Nobody who can handle a mail
buffer can claim they are ""too young"" to remember Ronald Reagan - yet.
The eighties were about ""How America Learned to Win Once Again"". Then
(wouldn't you know), we won so well that there was nothing left to win.
No Cold War to endure. No nuclear holocaust. No more worlds to conquer
(We forgot about outer space long ago). The kind of overwhelming, no
holds barred success that killed Alexander the Great. Yes, there were a
few ""little"" problems along the way - stock market meltdown here, an
S&L bailout there, a few revolts and crazy Middle Eastern dictators to
contend with, but as Tacitus would tell ya', the God Augustus never had
it so good. 

	In the meantime, there is guilt for winning, maybe a fear that one
doesn't deserve one's bounty - or success. So there is a ""kinder and gentler
type of politician these days, Bill Clinton, affirmative action, and lots of
discourse about people who ""don't get it"". For those of us in the winning
business, this kind of talk is mildly irritating, but there is still no 
suggestion of losing.

	But what do we find now ? To put it mildy, the stereotype of our 
""white male"" non-winner is Woody Hayes in the Rose Bowl, punching out 
photojournalists when those California fruits and nuts steal another one
with a ""Hail Mary"" pass in the Fourth Quarter. (The whole idea behind 'three
yards and a cloud of dust' is to wear your opponent down until he collapses
in the final period) But Woody just used his fists - Uzzies seem to be the 
weapon of choice these days. 
	
	Who is D-FENS, anyway ? The answer is as plain as the horn rims on 
your face. The guy is MICHAEL DOUGLAS, posing as a LOSER. This 
is known as controversial casting. But that baggy short-sleeved white shirt 
sure does look natural on Mike doesn't it. Gordon Gekko will never look the 
same. (Though Woody always dressed that way.) Did we really expect Gekko to 
take it easy and enjoy that kind of wardrobe, without putting up a fuss ?

	What we are starting to lose sight of is, that bashing D-FENS is 
the same game as bashing that poor African American slug that Clint Eastwood
used to blow away all the time. As that arch-WASP (male gender) George C. Scott
declaimed, ""Americans traditionally LOVE TO WIN. They love a winner, and will 
not tolerate a loser."" And so on. 

	The political implications are simple. If, as many socialists - and
Democrats - do, you consider society a finite pie to a apportioned in some 
""equitable"" way, then you have to worry about who is a winner and who is a 
loser to tell whose side you are on. That could be black women today, Asian
homosexuals tommorrow, and yes indeed, white men some yet to be determined
day when the balance of the pie has finally swung against that (39%) 
minority.

	Or you can just blow the whole thing off and say - as do most
conservatives and all the libertarians - and act is if you didn't care
who's winning and who's losing. In some cases, you might say something
about make sure the game is fair (equality of opportunity, not of condition).
In the latter case, you might be able to identify yourself as a 
""neoconservative"" or a ""neoliberal"" depending on how much you want to limit
the pot.

	Either way you go, the way of the Winner is no longer the way to be
popular - at least after you graduate from High School (but you'll still
be popular at High School reunions). But it beats being a Nerd, as I 
would imagine Michael Douglas would now agree, and in the long run, it
is the only way to go. (Even in Hollywood, which treats Losers worse than any
other place in America except for New York and Washington, D.C. - and even in
Columbus, Ohio, which produced Alex Keaton, but no champion football teams in
the eighties and the first quarter of the nineties) I'd like to 
see more Winners in this society, regardless of race, gender, religious 
preference, and sexual orientation. Maybe we should even let a few more of 
them be white men !! (We should DEFINITELY let the Buckeyes win the Rose Bowl
someday)



Bill R.

--",talk.politics.misc
"->     >Now let me get this straight. After a nice, long rant about
->     >how people need to take personal responsibility for their
->     >economic and social lives, all of a sudden 1960's radicals
->     >(such as me, I guess) are responsible for poor people's
->     >lifestyles? Tell me how that works--or do you think that poor
->     >people are just too dumb to think for themselves?
->     >
->     >There are many reasons for the disintegration of the family
->     >and support systems in general among this nation's poor.
->     >Somehow I don't think Murphy Brown--or Janis Joplin--is at
->     >the top of any sane person's list.
->     >
->     >You want to go after my generation's vaunted cultural
->     >revolution for a lasting change for the worse, try so-called
->     >""relevant"" or ""values"" education. Hey, it seemed like a good
->     >idea at the time. How were we to know you needed a real
->     >education first--I mean, we took that for granted.
-> 
-> The 1960's generation were the most spoiled and irresponsible.
-> 
-> The Depression had create mothers and fathers that were determined that their
-> kids would not want for anything -- going overboard and creating a nation of
-> brats.
-> 
-> Consider the contrast between two famous events in July of 1969.
-> 
-> Apollo 11 and Woodstock.
-> 
-> Which group had large numbers of people that could not feed themselves and
-> reverted to the cultural level of primitives (defecation in public etc.).
-> 
-> And which group assembled, took care of itself, and dispersed with no damage,
-> no deaths, no large numbers of drug problems ....
-> 

	Wasn't Woodstock also called the biggest parking lot in
history?  They rejected society and went back to nature in their
parent's cars.",talk.politics.misc
